Country Name,1965,1975,1985,1995,2005,2015,,,,,,,,,,,,,,,,,11/5/17
Togo,2.762626136,2.258255488,3.527752826,2.61656002,2.65074846,2.565901122,,,,,,,,,,,,,,,,,
Thailand,3.003102937,2.57308187,1.809823636,0.996894435,0.649003981,0.351383332,,,,,,,,,,,,,,,,,
Tajikistan,3.496915283,2.836726013,3.139800636,1.483354101,2.083584227,2.198677024,,,,,,,,,,,,,,,,,
Turkmenistan,3.196267857,2.72874672,2.427392175,2.228655974,1.083596746,1.795683939,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2.755421829,2.438868887,2.115468465,1.725718277,1.317957018,1.1109228,,,,,,,,,,,,,,,,,
Timor-Leste,1.921230655,0.114504375,3.084363121,1.708592594,2.944683404,2.295569323,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),2.724247179,2.682390542,3.128619653,2.082214971,1.755844751,1.750039236,,,,,,,,,,,,,,,,,
Tonga,3.565964782,0.839982888,0.118214024,0.253245163,0.630440864,0.548680117,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),2.228270813,2.352544825,2.352327949,2.065793309,1.659386639,1.298039191,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2.4927901,2.782840409,2.886781016,2.738260303,2.729752744,2.753426153,,,,,,,,,,,,,,,,,
Trinidad and Tobago,1.007007494,1.437584222,1.309470221,0.373845044,0.49461563,0.412512995,,,,,,,,,,,,,,,,,
Tunisia,1.926502976,2.249120679,2.684416637,1.741870572,0.84374904,1.157613914,,,,,,,,,,,,,,,,,
Turkey,2.38092386,2.336229272,2.09735009,1.589425831,1.327634398,1.598008534,,,,,,,,,,,,,,,,,
Tuvalu,1.940945442,0.797754836,1.396995944,0.434311215,1.335294174,0.848971277,,,,,,,,,,,,,,,,,
Tanzania,2.992332109,3.198272953,3.085046867,3.016118934,2.989027812,3.100829308,,,,,,,,,,,,,,,,,
Uganda,3.403790605,2.747543103,3.276740608,3.177182517,3.477315928,3.321555686,,,,,,,,,,,,,,,,,
Ukraine,1.038489034,0.625147919,0.320642346,-0.790352758,-0.732790732,-0.260805738,,,,,,,,,,,,,,,,,
Upper middle income,2.323033186,1.865464841,1.593947077,1.156034749,0.756774441,0.761349974,,,,,,,,,,,,,,,,,
Uruguay,1.08760016,0.215873443,0.641615324,0.721930196,0.045595988,0.350484325,,,,,,,,,,,,,,,,,
United States,1.250171646,0.985986067,0.886129041,1.190787091,0.921713167,0.729731987,,,,,,,,,,,,,,,,,
Uzbekistan,3.559889035,2.681228474,2.506961715,1.806877907,1.163350224,1.744258375,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,1.053570629,1.096872375,0.705990378,-0.006473959,0.170269204,0.089574618,,,,,,,,,,,,,,,,,
"Venezuela, RB",3.610992922,2.78494062,2.605459145,2.105576137,1.720713047,1.346707547,,,,,,,,,,,,,,,,,
British Virgin Islands,2.144454633,0.930239266,4.402477781,2.056049839,2.7436143,1.758809848,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),6.332713395,4.348511194,-0.930239266,0.46482741,-0.080625361,-0.573784692,,,,,,,,,,,,,,,,,
Vietnam,2.020749785,2.342441855,2.017913358,1.639863103,1.166721103,1.079146769,,,,,,,,,,,,,,,,,
Vanuatu,2.947898203,3.128369497,2.283088755,2.42278946,2.528229303,2.198184614,,,,,,,,,,,,,,,,,
World,2.048680706,1.874943311,1.74548859,1.509677035,1.253409741,1.186330994,,,,,,,,,,,,,,,,,
Samoa,2.966410574,0.773192892,0.468505213,0.807805068,0.640073552,0.761046961,,,,,,,,,,,,,,,,,
Kosovo,2.631730832,2.21574796,2.102811036,1.589700641,0.067909885,-1.103885809,,,,,,,,,,,,,,,,,
"Yemen, Rep.",1.793275219,2.507139412,3.890010732,4.185196848,2.787663614,2.520254045,,,,,,,,,,,,,,,,,
South Africa,2.585796844,2.593439183,2.387244181,2.118300271,1.278909023,1.585324805,,,,,,,,,,,,,,,,,
Zambia,3.14904884,3.485685507,3.161463287,2.672654112,2.69450644,3.024123253,,,,,,,,,,,,,,,,,
Zimbabwe,3.234101845,3.230954751,3.725635653,1.813084696,1.263908947,2.345642971,,,,,,,,,,,,,,,,,
